ID,c__ID,brand,c__brandName
40098658,,,Nina Ricci
39853806,,,Boss
40086777,,,Miguel Bellido
37536081,,,Grypho
40954800,,,
40119738,,,Canali
40166263,,,Dario Beltran
40267706,,,The North Face
40856869,,,Pineda Covalin
42121969,,,Boss
40169293,,,Moschino
39983611,,,Cavana
40033845,,,Carrera
40577929,,,The North Face
40798280,,,Ted Baker
40951815,,,Punto Blanco
41335938,,,Timberland
38901124,,,Enrico Coveri
40280379,,,Boss
39977994,,,Pineda Covalin
40357510,,,Burberry
40866966,,,The North Face
40100601,,,The North Face
39714500,,,Lacoste
38748687,,,Pineda Covalin
40267711,,,The North Face
18425765,,,Tom Ford
39874383,,,Herschel Supply & Co.
41663757,,,Polo Ralph Lauren
37381459,,,Montblanc
40868568,,,Crep
40346489,,,Oakley
40793913,,,Hugo Boss
39259663,,,Herschel Supply & Co.
40654572,,,Adolfo Dominguez
40387365,,,Polo Ralph Lauren
40418963,,,Nautica
40782880,,,Springfield
40479260,,,
37601000,,,Cutler and Gross
40418812,,,Diesel
39697626,,,Ugg
40545584,,,Salvatore Ferragamo
40591829,,,Ciba
39848836,,,Pertegaz
41345233,,,Tommy Hilfiger
40495953,,,AllSaints
40339627,,,Maison Labiche
40271006,,,Scalpers
40404180,,,Garmin
40103380,,,Perry Ellis
40015571,,,Corneliani
